主城市,迁出城市,迁出省份,比例,日期
南充,扬州市,江苏省,0.06,2020-02-14
南充,柳州市,广西壮族自治区,0.06,2020-02-14
南充,湛江市,广东省,0.06,2020-02-14
南充,保山市,云南省,0.06,2020-02-14
南充,包头市,内蒙古自治区,0.06,2020-02-14
南充,昭通市,云南省,0.06,2020-02-14
南充,三亚市,海南省,0.06,2020-02-14
南充,宜昌市,湖北省,0.05,2020-02-14
南充,河源市,广东省,0.05,2020-02-14
南充,成都市,四川省,26.7,2020-02-15
南充,重庆市,重庆市,8.09,2020-02-15
南充,巴中市,四川省,7.47,2020-02-15
南充,广元市,四川省,7.01,2020-02-15
南充,广安市,四川省,4.99,2020-02-15
南充,深圳市,广东省,4.45,2020-02-15
南充,绵阳市,四川省,4.33,2020-02-15
南充,东莞市,广东省,3.23,2020-02-15
南充,达州市,四川省,3.15,2020-02-15
南充,遂宁市,四川省,2.61,2020-02-15
南充,广州市,广东省,2.55,2020-02-15
南充,佛山市,广东省,1.82,2020-02-15
南充,上海市,上海市,1.31,2020-02-15
南充,宁波市,浙江省,1.15,2020-02-15
南充,桂林市,广西壮族自治区,1.04,2020-02-15
南充,北京市,北京市,1.01,2020-02-15
南充,昆明市,云南省,0.83,2020-02-15
南充,惠州市,广东省,0.8,2020-02-15
南充,泉州市,福建省,0.54,2020-02-15
南充,凉山彝族自治州,四川省,0.5,2020-02-15
南充,厦门市,福建省,0.47,2020-02-15
南充,遵义市,贵州省,0.47,2020-02-15
南充,苏州市,江苏省,0.46,2020-02-15
南充,眉山市,四川省,0.43,2020-02-15
南充,贵阳市,贵州省,0.42,2020-02-15
南充,黔东南苗族侗族自治州,贵州省,0.41,2020-02-15
南充,乐山市,四川省,0.34,2020-02-15
南充,德阳市,四川省,0.34,2020-02-15
南充,攀枝花市,四川省,0.32,2020-02-15
南充,无锡市,江苏省,0.3,2020-02-15
南充,福州市,福建省,0.3,2020-02-15
南充,中山市,广东省,0.3,2020-02-15
南充,大连市,辽宁省,0.29,2020-02-15
南充,黔南布依族苗族自治州,贵州省,0.29,2020-02-15
南充,杭州市,浙江省,0.28,2020-02-15
南充,金华市,浙江省,0.27,2020-02-15
南充,珠海市,广东省,0.25,2020-02-15
南充,西宁市,青海省,0.24,2020-02-15
南充,安康市,陕西省,0.22,2020-02-15
南充,江门市,广东省,0.22,2020-02-15
南充,西安市,陕西省,0.2,2020-02-15
南充,自贡市,四川省,0.19,2020-02-15
南充,长沙市,湖南省,0.18,2020-02-15
南充,宜宾市,四川省,0.18,2020-02-15
南充,兰州市,甘肃省,0.18,2020-02-15
南充,汕头市,广东省,0.18,2020-02-15
南充,贺州市,广西壮族自治区,0.18,2020-02-15
南充,资阳市,四川省,0.18,2020-02-15
南充,海西蒙古族藏族自治州,青海省,0.18,2020-02-15
南充,泸州市,四川省,0.17,2020-02-15
南充,拉萨市,西藏自治区,0.17,2020-02-15
南充,内江市,四川省,0.16,2020-02-15
南充,天津市,天津市,0.16,2020-02-15
南充,清远市,广东省,0.16,2020-02-15
南充,嘉兴市,浙江省,0.16,2020-02-15
南充,三明市,福建省,0.13,2020-02-15
南充,雅安市,四川省,0.13,2020-02-15
南充,南京市,江苏省,0.13,2020-02-15
南充,肇庆市,广东省,0.12,2020-02-15
南充,绍兴市,浙江省,0.12,2020-02-15
南充,河源市,广东省,0.11,2020-02-15
南充,大理白族自治州,云南省,0.1,2020-02-15
南充,商洛市,陕西省,0.1,2020-02-15
南充,昭通市,云南省,0.1,2020-02-15
南充,陇南市,甘肃省,0.09,2020-02-15
南充,郑州市,河南省,0.09,2020-02-15
南充,沈阳市,辽宁省,0.09,2020-02-15
南充,永州市,湖南省,0.09,2020-02-15
南充,常德市,湖南省,0.08,2020-02-15
南充,河池市,广西壮族自治区,0.08,2020-02-15
南充,湖州市,浙江省,0.08,2020-02-15
南充,汉中市,陕西省,0.08,2020-02-15
南充,怀化市,湖南省,0.07,2020-02-15
南充,武汉市,湖北省,0.07,2020-02-15
南充,信阳市,河南省,0.07,2020-02-15
南充,湘西土家族苗族自治州,湖南省,0.07,2020-02-15
南充,德宏傣族景颇族自治州,云南省,0.07,2020-02-15
南充,柳州市,广西壮族自治区,0.07,2020-02-15
南充,台州市,浙江省,0.07,2020-02-15
南充,韶关市,广东省,0.07,2020-02-15
南充,南阳市,河南省,0.07,2020-02-15
南充,廊坊市,河北省,0.07,2020-02-15
南充,合肥市,安徽省,0.07,2020-02-15
南充,酒泉市,甘肃省,0.07,2020-02-15
南充,保定市,河北省,0.06,2020-02-15
南充,盘锦市,辽宁省,0.06,2020-02-15
南充,湛江市,广东省,0.06,2020-02-15
南充,保山市,云南省,0.06,2020-02-15
南充,恩施土家族苗族自治州,湖北省,0.06,2020-02-15
南充,南宁市,广西壮族自治区,0.06,2020-02-15
南充,汕尾市,广东省,0.06,2020-02-15
南充,太原市,山西省,0.06,2020-02-15
南充,三门峡市,河南省,0.06,2020-02-15
南充,揭阳市,广东省,0.06,2020-02-15
南充,阿坝藏族羌族自治州,四川省,0.05,2020-02-15
南充,晋中市,山西省,0.05,2020-02-15
南充,南昌市,江西省,0.05,2020-02-15
南充,石家庄市,河北省,0.05,2020-02-15
南充,赣州市,江西省,0.05,2020-02-15
南充,温州市,浙江省,0.04,2020-02-15
南充,成都市,四川省,28.86,2020-02-16
南充,广元市,四川省,7.11,2020-02-16
南充,重庆市,重庆市,6.26,2020-02-16
南充,巴中市,四川省,6.06,2020-02-16
南充,广安市,四川省,4.71,2020-02-16
南充,深圳市,广东省,4.62,2020-02-16
南充,绵阳市,四川省,3.97,2020-02-16
南充,东莞市,广东省,3.96,2020-02-16
南充,遂宁市,四川省,2.89,2020-02-16
南充,达州市,四川省,2.78,2020-02-16
南充,广州市,广东省,2.77,2020-02-16
南充,佛山市,广东省,2.22,2020-02-16
南充,宁波市,浙江省,1.27,2020-02-16
南充,上海市,上海市,1.03,2020-02-16
南充,昆明市,云南省,1.02,2020-02-16
南充,桂林市,广西壮族自治区,1.0,2020-02-16
南充,惠州市,广东省,0.79,2020-02-16
南充,苏州市,江苏省,0.64,2020-02-16
南充,黔东南苗族侗族自治州,贵州省,0.6,2020-02-16
南充,北京市,北京市,0.48,2020-02-16
南充,杭州市,浙江省,0.45,2020-02-16
南充,厦门市,福建省,0.44,2020-02-16
南充,德阳市,四川省,0.44,2020-02-16
南充,福州市,福建省,0.43,2020-02-16
南充,遵义市,贵州省,0.42,2020-02-16
南充,无锡市,江苏省,0.41,2020-02-16
南充,江门市,广东省,0.39,2020-02-16
南充,黔南布依族苗族自治州,贵州省,0.38,2020-02-16
南充,泉州市,福建省,0.36,2020-02-16
南充,眉山市,四川省,0.33,2020-02-16
南充,凉山彝族自治州,四川省,0.32,2020-02-16
南充,金华市,浙江省,0.31,2020-02-16
南充,乐山市,四川省,0.26,2020-02-16
南充,宜宾市,四川省,0.26,2020-02-16
南充,安康市,陕西省,0.26,2020-02-16
南充,贵阳市,贵州省,0.26,2020-02-16
南充,珠海市,广东省,0.23,2020-02-16
南充,内江市,四川省,0.23,2020-02-16
南充,贺州市,广西壮族自治区,0.22,2020-02-16
南充,西宁市,青海省,0.2,2020-02-16
南充,肇庆市,广东省,0.2,2020-02-16
南充,兰州市,甘肃省,0.2,2020-02-16
南充,泸州市,四川省,0.19,2020-02-16
南充,绍兴市,浙江省,0.18,2020-02-16
南充,海西蒙古族藏族自治州,青海省,0.18,2020-02-16
南充,西安市,陕西省,0.17,2020-02-16
南充,营口市,辽宁省,0.17,2020-02-16
南充,清远市,广东省,0.17,2020-02-16
南充,中山市,广东省,0.17,2020-02-16
南充,大连市,辽宁省,0.17,2020-02-16
南充,信阳市,河南省,0.15,2020-02-16
南充,三明市,福建省,0.15,2020-02-16
南充,毕节市,贵州省,0.15,2020-02-16
南充,攀枝花市,四川省,0.14,2020-02-16
南充,保山市,云南省,0.14,2020-02-16
南充,资阳市,四川省,0.14,2020-02-16
南充,南阳市,河南省,0.14,2020-02-16
南充,南宁市,广西壮族自治区,0.13,2020-02-16
南充,自贡市,四川省,0.13,2020-02-16
南充,河源市,广东省,0.12,2020-02-16
南充,陇南市,甘肃省,0.12,2020-02-16
南充,九江市,江西省,0.12,2020-02-16
南充,昭通市,云南省,0.12,2020-02-16
南充,汕头市,广东省,0.12,2020-02-16
南充,拉萨市,西藏自治区,0.12,2020-02-16
南充,常州市,江苏省,0.11,2020-02-16
南充,嘉兴市,浙江省,0.11,2020-02-16
南充,滁州市,安徽省,0.11,2020-02-16
南充,长沙市,湖南省,0.11,2020-02-16
南充,青岛市,山东省,0.11,2020-02-16
南充,天津市,天津市,0.1,2020-02-16
南充,沈阳市,辽宁省,0.1,2020-02-16
南充,张家界市,湖南省,0.1,2020-02-16
南充,台州市,浙江省,0.09,2020-02-16
南充,雅安市,四川省,0.09,2020-02-16
南充,临沧市,云南省,0.08,2020-02-16
南充,柳州市,广西壮族自治区,0.08,2020-02-16
南充,海口市,海南省,0.08,2020-02-16
南充,百色市,广西壮族自治区,0.08,2020-02-16
南充,宜春市,江西省,0.08,2020-02-16
南充,大理白族自治州,云南省,0.08,2020-02-16
南充,廊坊市,河北省,0.08,2020-02-16
南充,合肥市,安徽省,0.08,2020-02-16
南充,郑州市,河南省,0.08,2020-02-16
南充,三门峡市,河南省,0.08,2020-02-16
南充,汉中市,陕西省,0.08,2020-02-16
南充,商洛市,陕西省,0.07,2020-02-16
南充,龙岩市,福建省,0.07,2020-02-16
南充,韶关市,广东省,0.07,2020-02-16
南充,漳州市,福建省,0.06,2020-02-16
南充,甘孜藏族自治州,四川省,0.06,2020-02-16
南充,湛江市,广东省,0.06,2020-02-16
南充,南京市,江苏省,0.06,2020-02-16
南充,保定市,河北省,0.05,2020-02-16
南充,吉安市,江西省,0.05,2020-02-16
南充,德宏傣族景颇族自治州,云南省,0.05,2020-02-16
南充,铜仁市,贵州省,0.05,2020-02-16
南充,阜阳市,安徽省,0.05,2020-02-16
南充,赣州市,江西省,0.05,2020-02-16
南充,邵阳市,湖南省,0.05,2020-02-16
南充,成都市,四川省,31.68,2020-02-17
南充,广元市,四川省,7.84,2020-02-17
南充,重庆市,重庆市,6.9,2020-02-17
南充,巴中市,四川省,6.32,2020-02-17
南充,广安市,四川省,5.48,2020-02-17
南充,绵阳市,四川省,4.46,2020-02-17
南充,深圳市,广东省,3.56,2020-02-17
南充,达州市,四川省,3.16,2020-02-17
南充,东莞市,广东省,3.13,2020-02-17
南充,遂宁市,四川省,3.03,2020-02-17
南充,广州市,广东省,2.1,2020-02-17
南充,佛山市,广东省,1.64,2020-02-17
南充,昆明市,云南省,0.94,2020-02-17
南充,上海市,上海市,0.79,2020-02-17
南充,惠州市,广东省,0.77,2020-02-17
南充,宁波市,浙江省,0.73,2020-02-17
南充,苏州市,江苏省,0.63,2020-02-17
南充,德阳市,四川省,0.52,2020-02-17
南充,凉山彝族自治州,四川省,0.52,2020-02-17
南充,遵义市,贵州省,0.49,2020-02-17
南充,金华市,浙江省,0.47,2020-02-17
南充,杭州市,浙江省,0.45,2020-02-17
南充,拉萨市,西藏自治区,0.42,2020-02-17
南充,无锡市,江苏省,0.41,2020-02-17
南充,泉州市,福建省,0.41,2020-02-17
南充,北京市,北京市,0.41,2020-02-17
南充,贵阳市,贵州省,0.39,2020-02-17
南充,晋中市,山西省,0.38,2020-02-17
南充,福州市,福建省,0.38,2020-02-17
南充,眉山市,四川省,0.37,2020-02-17
南充,泸州市,四川省,0.37,2020-02-17
南充,桂林市,广西壮族自治区,0.37,2020-02-17
南充,中山市,广东省,0.34,2020-02-17
南充,黔东南苗族侗族自治州,贵州省,0.31,2020-02-17
南充,攀枝花市,四川省,0.29,2020-02-17
南充,乐山市,四川省,0.27,2020-02-17
南充,厦门市,福建省,0.27,2020-02-17
南充,珠海市,广东省,0.27,2020-02-17
南充,嘉兴市,浙江省,0.26,2020-02-17
南充,内江市,四川省,0.25,2020-02-17
南充,资阳市,四川省,0.23,2020-02-17
南充,宜宾市,四川省,0.21,2020-02-17
南充,江门市,广东省,0.21,2020-02-17
南充,绍兴市,浙江省,0.19,2020-02-17
南充,毕节市,贵州省,0.18,2020-02-17
南充,大连市,辽宁省,0.17,2020-02-17
南充,肇庆市,广东省,0.16,2020-02-17
南充,汕头市,广东省,0.16,2020-02-17
南充,黔南布依族苗族自治州,贵州省,0.16,2020-02-17
南充,自贡市,四川省,0.16,2020-02-17
南充,安康市,陕西省,0.14,2020-02-17
南充,长沙市,湖南省,0.14,2020-02-17
南充,西安市,陕西省,0.13,2020-02-17
南充,兰州市,甘肃省,0.11,2020-02-17
南充,沈阳市,辽宁省,0.11,2020-02-17
南充,韶关市,广东省,0.11,2020-02-17
南充,陇南市,甘肃省,0.1,2020-02-17
南充,昭通市,云南省,0.1,2020-02-17
南充,温州市,浙江省,0.1,2020-02-17
南充,合肥市,安徽省,0.1,2020-02-17
南充,西宁市,青海省,0.1,2020-02-17
南充,郑州市,河南省,0.1,2020-02-17
南充,南昌市,江西省,0.09,2020-02-17
南充,天津市,天津市,0.09,2020-02-17
南充,湖州市,浙江省,0.08,2020-02-17
南充,汉中市,陕西省,0.08,2020-02-17
南充,莆田市,福建省,0.08,2020-02-17
南充,曲靖市,云南省,0.08,2020-02-17
南充,金昌市,甘肃省,0.07,2020-02-17
南充,贺州市,广西壮族自治区,0.07,2020-02-17
南充,西双版纳傣族自治州,云南省,0.07,2020-02-17
南充,河池市,广西壮族自治区,0.06,2020-02-17
南充,济南市,山东省,0.06,2020-02-17
南充,清远市,广东省,0.06,2020-02-17
南充,宣城市,安徽省,0.05,2020-02-17
南充,常州市,江苏省,0.05,2020-02-17
南充,百色市,广西壮族自治区,0.05,2020-02-17
南充,台州市,浙江省,0.05,2020-02-17
南充,南阳市,河南省,0.05,2020-02-17
南充,怀化市,湖南省,0.05,2020-02-17
南充,岳阳市,湖南省,0.05,2020-02-17
南充,三明市,福建省,0.05,2020-02-17
南充,保山市,云南省,0.05,2020-02-17
南充,南宁市,广西壮族自治区,0.05,2020-02-17
南充,青岛市,山东省,0.05,2020-02-17
南充,永州市,湖南省,0.05,2020-02-17
南充,梅州市,广东省,0.05,2020-02-17
南充,南京市,江苏省,0.05,2020-02-17
南充,阿坝藏族羌族自治州,四川省,0.04,2020-02-17
南充,武汉市,湖北省,0.04,2020-02-17
南充,宿迁市,江苏省,0.04,2020-02-17
南充,新乡市,河南省,0.04,2020-02-17
南充,甘孜藏族自治州,四川省,0.04,2020-02-17
南充,景德镇市,江西省,0.04,2020-02-17
南充,铜仁市,贵州省,0.04,2020-02-17
南充,玉溪市,云南省,0.04,2020-02-17
南充,湛江市,广东省,0.04,2020-02-17
南充,海口市,海南省,0.04,2020-02-17
南充,营口市,辽宁省,0.04,2020-02-17
南充,乌鲁木齐市,新疆维吾尔自治区,0.04,2020-02-17
南充,成都市,四川省,29.82,2020-02-18
南充,重庆市,重庆市,8.59,2020-02-18
南充,广元市,四川省,7.21,2020-02-18
南充,巴中市,四川省,6.33,2020-02-18
南充,广安市,四川省,5.22,2020-02-18
南充,绵阳市,四川省,4.72,2020-02-18
南充,深圳市,广东省,3.35,2020-02-18
南充,达州市,四川省,3.03,2020-02-18
南充,东莞市,广东省,2.75,2020-02-18
南充,遂宁市,四川省,2.68,2020-02-18
南充,广州市,广东省,2.2,2020-02-18
南充,佛山市,广东省,1.56,2020-02-18
南充,宁波市,浙江省,1.1,2020-02-18
南充,遵义市,贵州省,0.83,2020-02-18
南充,上海市,上海市,0.69,2020-02-18
南充,惠州市,广东省,0.68,2020-02-18
南充,德阳市,四川省,0.67,2020-02-18
南充,苏州市,江苏省,0.66,2020-02-18
南充,杭州市,浙江省,0.61,2020-02-18
南充,昆明市,云南省,0.6,2020-02-18
南充,凉山彝族自治州,四川省,0.56,2020-02-18
南充,桂林市,广西壮族自治区,0.55,2020-02-18
南充,贵阳市,贵州省,0.54,2020-02-18
南充,无锡市,江苏省,0.52,2020-02-18
南充,乐山市,四川省,0.46,2020-02-18
南充,眉山市,四川省,0.45,2020-02-18
南充,北京市,北京市,0.44,2020-02-18
南充,金华市,浙江省,0.41,2020-02-18
南充,泉州市,福建省,0.4,2020-02-18
南充,福州市,福建省,0.39,2020-02-18
南充,中山市,广东省,0.39,2020-02-18
南充,厦门市,福建省,0.38,2020-02-18
南充,黔东南苗族侗族自治州,贵州省,0.34,2020-02-18
南充,泸州市,四川省,0.34,2020-02-18
南充,珠海市,广东省,0.27,2020-02-18
南充,宜宾市,四川省,0.26,2020-02-18
南充,黔南布依族苗族自治州,贵州省,0.26,2020-02-18
南充,攀枝花市,四川省,0.25,2020-02-18
南充,安康市,陕西省,0.24,2020-02-18
南充,兰州市,甘肃省,0.24,2020-02-18
南充,嘉兴市,浙江省,0.23,2020-02-18
南充,江门市,广东省,0.21,2020-02-18
南充,肇庆市,广东省,0.2,2020-02-18
南充,贺州市,广西壮族自治区,0.19,2020-02-18
南充,毕节市,贵州省,0.18,2020-02-18
南充,内江市,四川省,0.17,2020-02-18
南充,陇南市,甘肃省,0.17,2020-02-18
南充,长沙市,湖南省,0.17,2020-02-18
南充,资阳市,四川省,0.17,2020-02-18
南充,西安市,陕西省,0.17,2020-02-18
南充,清远市,广东省,0.16,2020-02-18
南充,自贡市,四川省,0.16,2020-02-18
南充,郑州市,河南省,0.15,2020-02-18
南充,绍兴市,浙江省,0.15,2020-02-18
南充,大连市,辽宁省,0.14,2020-02-18
南充,雅安市,四川省,0.13,2020-02-18
南充,湖州市,浙江省,0.12,2020-02-18
南充,南阳市,河南省,0.12,2020-02-18
南充,汉中市,陕西省,0.12,2020-02-18
南充,西宁市,青海省,0.12,2020-02-18
南充,汕头市,广东省,0.12,2020-02-18
南充,石家庄市,河北省,0.11,2020-02-18
南充,铜仁市,贵州省,0.1,2020-02-18
南充,昭通市,云南省,0.1,2020-02-18
南充,台州市,浙江省,0.1,2020-02-18
南充,商洛市,陕西省,0.09,2020-02-18
南充,漳州市,福建省,0.09,2020-02-18
南充,常州市,江苏省,0.09,2020-02-18
南充,湘西土家族苗族自治州,湖南省,0.08,2020-02-18
南充,海西蒙古族藏族自治州,青海省,0.08,2020-02-18
南充,信阳市,河南省,0.07,2020-02-18
南充,定西市,甘肃省,0.07,2020-02-18
南充,黔西南布依族苗族自治州,贵州省,0.07,2020-02-18
南充,韶关市,广东省,0.07,2020-02-18
南充,南京市,江苏省,0.07,2020-02-18
南充,曲靖市,云南省,0.07,2020-02-18
南充,南昌市,江西省,0.06,2020-02-18
南充,丽江市,云南省,0.06,2020-02-18
南充,玉溪市,云南省,0.06,2020-02-18
南充,保山市,云南省,0.06,2020-02-18
南充,南宁市,广西壮族自治区,0.06,2020-02-18
南充,莆田市,福建省,0.06,2020-02-18
南充,温州市,浙江省,0.05,2020-02-18
南充,宜昌市,湖北省,0.05,2020-02-18
南充,邵阳市,湖南省,0.05,2020-02-18
南充,德宏傣族景颇族自治州,云南省,0.05,2020-02-18
南充,天津市,天津市,0.05,2020-02-18
南充,恩施土家族苗族自治州,湖北省,0.05,2020-02-18
南充,怀化市,湖南省,0.04,2020-02-18
南充,吉安市,江西省,0.04,2020-02-18
南充,常德市,湖南省,0.04,2020-02-18
南充,济南市,山东省,0.04,2020-02-18
南充,甘孜藏族自治州,四川省,0.04,2020-02-18
南充,三明市,福建省,0.04,2020-02-18
南充,柳州市,广西壮族自治区,0.04,2020-02-18
南充,海口市,海南省,0.04,2020-02-18
南充,南通市,江苏省,0.04,2020-02-18
南充,沈阳市,辽宁省,0.04,2020-02-18
南充,潮州市,广东省,0.04,2020-02-18
南充,阳江市,广东省,0.04,2020-02-18
南充,成都市,四川省,26.65,2020-02-19
南充,重庆市,重庆市,8.33,2020-02-19
南充,广元市,四川省,6.39,2020-02-19
南充,巴中市,四川省,5.89,2020-02-19
南充,广安市,四川省,4.37,2020-02-19
南充,绵阳市,四川省,4.31,2020-02-19
南充,深圳市,广东省,3.36,2020-02-19
南充,达州市,四川省,2.94,2020-02-19
南充,东莞市,广东省,2.94,2020-02-19
南充,遂宁市,四川省,2.33,2020-02-19
南充,广州市,广东省,2.32,2020-02-19
南充,佛山市,广东省,2.1,2020-02-19
